"Invoice","item"
14561,"soap"
14562,"yogurt"
14563,"soda"
14564,"newspapers"
14565,"whole milk"
14566,"frankfurter"
14567,"onions"
14568,"whipped/sour cream"
14569,"frankfurter"
14570,"salty snack"
14571,"canned beer"
14572,"sparkling wine"
14573,"sausage"
14574,"soda"
14575,"napkins"
14576,"detergent"
14577,"butter"
14578,"dishes"
14579,"bottled beer"
14580,"ham"
14581,"hygiene articles"
14582,"tropical fruit"
14583,"tropical fruit"
14584,"domestic eggs"
14585,"meat"
14586,"chicken"
14587,"pet care"
14588,"beverages"
14589,"sausage"
14590,"soups"
14591,"yogurt"
14592,"whole milk"
14593,"oil"
14594,"sausage"
14595,"citrus fruit"
14596,"whipped/sour cream"
14597,"frozen meals"
14598,"coffee"
14599,"liver loaf"
14600,"sausage"
14601,"popcorn"
14602,"frankfurter"
14603,"oil"
14604,"whipped/sour cream"
14605,"frozen vegetables"
14606,"whipped/sour cream"
14607,"frankfurter"
14608,"whole milk"
14609,"salty snack"
14610,"yogurt"
14611,"napkins"
14612,"root vegetables"
14613,"margarine"
14614,"bottled water"
14616,"bottled water"
14617,"pip fruit"
14618,"domestic eggs"
14619,"napkins"
14620,"tropical fruit"
14621,"yogurt"
14622,"specialty chocolate"
14623,"sausage"
14624,"white wine"
14625,"yogurt"
14626,"potato products"
14627,"cream cheese"
14628,"pip fruit"
14629,"pip fruit"
14630,"misc. beverages"
14631,"hamburger meat"
14632,"sugar"
14633,"sausage"
14634,"canned beer"
14635,"sausage"
14637,"condensed milk"
14638,"sausage"
14639,"shopping bags"
14640,"coffee"
14641,"pip fruit"
14642,"ice cream"
14643,"whole milk"
14644,"onions"
14645,"ham"
14646,"soda"
14647,"root vegetables"
14648,"ham"
14649,"yogurt"
14650,"coffee"
14651,"sausage"
14652,"semi-finished bread"
14654,"cream cheese"
14655,"dessert"
14656,"misc. beverages"
14657,"waffles"
14658,"napkins"
14659,"whole milk"
14660,"frankfurter"
14661,"salty snack"
14662,"liquor (appetizer)"
14663,"curd"
14664,"curd"
14666,"pork"
14667,"flower (seeds)"
14668,"frozen meals"
14669,"soda"
14670,"sausage"
14672,"pip fruit"
14673,"yogurt"
14674,"tropical fruit"
14675,"domestic eggs"
14676,"canned beer"
14677,"root vegetables"
14678,"sausage"
14679,"bottled water"
14680,"citrus fruit"
14682,"zwieback"
14683,"newspapers"
14684,"whole milk"
14685,"pastry"
14686,"pip fruit"
14687,"cream cheese"
14688,"pork"
14689,"citrus fruit"
14690,"cat food"
14691,"curd"
14692,"UHT-milk"
14693,"rolls/buns"
14694,"whole milk"
14695,"root vegetables"
14696,"white bread"
14697,"fruit/vegetable juice"
14698,"nuts/prunes"
14699,"newspapers"
14700,"whole milk"
14701,"soda"
14702,"hygiene articles"
14704,"citrus fruit"
14705,"yogurt"
14706,"newspapers"
14707,"sausage"
14708,"domestic eggs"
14709,"bottled beer"
14710,"pork"
14712,"berries"
14713,"bottled water"
14714,"citrus fruit"
14715,"canned fruit"
14716,"hygiene articles"
14717,"sausage"
14718,"tidbits"
14719,"citrus fruit"
14720,"waffles"
14721,"root vegetables"
14722,"coffee"
14723,"bottled beer"
14724,"coffee"
14725,"citrus fruit"
14726,"dental care"
14727,"tropical fruit"
14728,"frankfurter"
14729,"sparkling wine"
14730,"white wine"
14732,"sparkling wine"
14733,"frankfurter"
14734,"bottled water"
14735,"whipped/sour cream"
14736,"salty snack"
14737,"whole milk"
14738,"snack products"
14739,"sausage"
14740,"canned fish"
14741,"dessert"
14742,"citrus fruit"
14744,"pip fruit"
14745,"fruit/vegetable juice"
14746,"yogurt"
14747,"butter"
14748,"tropical fruit"
14749,"root vegetables"
14750,"frozen vegetables"
14751,"bottled water"
14752,"napkins"
14753,"meat"
14754,"salty snack"
14755,"beef"
14756,"fish"
14757,"root vegetables"
14758,"waffles"
14759,"whole milk"
14760,"coffee"
14761,"pastry"
14762,"waffles"
14763,"sausage"
14764,"pastry"
14765,"sausage"
14766,"soda"
14767,"sausage"
14768,"pip fruit"
14769,"citrus fruit"
14770,"brown bread"
14771,"soda"
14772,"rolls/buns"
14773,"citrus fruit"
14775,"butter"
14776,"whole milk"
14777,"fruit/vegetable juice"
14778,"flower (seeds)"
14779,"chocolate"
14780,"frozen fruits"
14781,"beef"
14782,"root vegetables"
14783,"whole milk"
14784,"sausage"
14785,"packaged fruit/vegetables"
14786,"hard cheese"
14787,"bottled water"
14788,"canned beer"
14789,"candy"
14790,"whole milk"
14791,"napkins"
14792,"butter"
14793,"citrus fruit"
14794,"meat"
14795,"curd"
14796,"long life bakery product"
14797,"sausage"
14798,"UHT-milk"
14799,"shopping bags"
14800,"tropical fruit"
14801,"bottled beer"
14802,"bottled water"
14803,"salty snack"
14804,"frankfurter"
14806,"margarine"
14807,"tropical fruit"
14808,"hygiene articles"
14809,"tropical fruit"
14810,"sausage"
14811,"soda"
14812,"frankfurter"
14813,"hard cheese"
14814,"semi-finished bread"
14815,"specialty chocolate"
14816,"sausage"
14817,"long life bakery product"
14818,"rolls/buns"
14819,"hamburger meat"
14820,"whole milk"
14821,"newspapers"
14822,"meat"
14823,"hamburger meat"
14824,"misc. beverages"
14825,"ham"
14826,"beef"
14827,"meat"
14828,"tropical fruit"
14829,"bottled beer"
14830,"whole milk"
14831,"napkins"
14832,"frankfurter"
14833,"chocolate"
14834,"bottled water"
14835,"citrus fruit"
14837,"dessert"
14838,"oil"
14839,"bottled water"
14840,"root vegetables"
14841,"chicken"
14842,"whole milk"
14843,"chewing gum"
14844,"frozen vegetables"
14845,"tropical fruit"
14846,"coffee"
14847,"root vegetables"
14848,"white bread"
14849,"pork"
14850,"cream cheese"
14851,"zwieback"
14852,"chicken"
14853,"bottled water"
14854,"pork"
14855,"flour"
14856,"sausage"
14857,"ice cream"
14858,"whole milk"
14859,"nuts/prunes"
14860,"sausage"
14861,"bottled beer"
14862,"brandy"
14863,"chicken"
14864,"spread cheese"
14865,"fruit/vegetable juice"
14866,"tropical fruit"
14867,"canned beer"
14868,"chicken"
14869,"oil"
14870,"yogurt"
14871,"citrus fruit"
14872,"brown bread"
14873,"flower (seeds)"
14874,"waffles"
14875,"chicken"
14876,"chewing gum"
14877,"whole milk"
14878,"bottled beer"
14879,"rolls/buns"
14881,"frankfurter"
14882,"onions"
14883,"cream cheese"
14884,"finished products"
14885,"butter milk"
14886,"sausage"
14887,"specialty cheese"
14888,"margarine"
14889,"waffles"
14890,"sausage"
14891,"pasta"
14892,"rolls/buns"
14893,"root vegetables"
14894,"coffee"
14895,"whole milk"
14896,"whole milk"
14897,"sausage"
14898,"whole milk"
14899,"pip fruit"
14900,"soda"
14901,"sausage"
14902,"UHT-milk"
14903,"frankfurter"
14904,"cat food"
14905,"frankfurter"
14906,"whole milk"
14907,"fruit/vegetable juice"
14908,"pork"
14909,"pork"
14910,"margarine"
14911,"canned beer"
14912,"grapes"
14913,"pork"
14914,"beef"
14915,"root vegetables"
14916,"curd"
14917,"beef"
14918,"whole milk"
14919,"ice cream"
14920,"chewing gum"
14921,"sausage"
14922,"soda"
14923,"frankfurter"
14924,"tropical fruit"
14925,"frankfurter"
14926,"pastry"
14927,"whole milk"
14928,"ham"
14929,"misc. beverages"
14930,"rolls/buns"
14931,"finished products"
14932,"pork"
14933,"white bread"
14934,"oil"
14935,"finished products"
14936,"frankfurter"
14937,"whipped/sour cream"
14938,"soups"
14939,"chicken"
14940,"yogurt"
14941,"frozen meals"
14942,"curd"
14943,"root vegetables"
14944,"pastry"
14945,"beverages"
14946,"whole milk"
14947,"pork"
14948,"pastry"
14949,"shopping bags"
14950,"frozen meals"
14951,"beef"
14952,"brown bread"
14953,"coffee"
14954,"pork"
14955,"rolls/buns"
14956,"jam"
14957,"chocolate"
14958,"soda"
14959,"ham"
14960,"whole milk"
14961,"soda"
14962,"chocolate marshmallow"
14963,"chewing gum"
14964,"finished products"
14965,"processed cheese"
14966,"long life bakery product"
14967,"soda"
14968,"frankfurter"
14970,"sausage"
14971,"margarine"
14972,"pastry"
14973,"specialty bar"
14974,"butter milk"
14975,"tropical fruit"
14976,"pet care"
14977,"chicken"
14979,"rice"
14980,"flower (seeds)"
14982,"beverages"
14983,"whole milk"
14984,"chewing gum"
14985,"whole milk"
14986,"tropical fruit"
14987,"pasta"
14988,"sausage"
14989,"sausage"
14990,"rolls/buns"
14991,"rolls/buns"
14992,"UHT-milk"
14993,"whole milk"
14994,"citrus fruit"
14995,"chocolate"
14996,"white wine"
14997,"curd"
14998,"bottled beer"
14999,"root vegetables"
15000,"yogurt"
15001,"shopping bags"
15002,"zwieback"
15003,"ham"
15004,"citrus fruit"
15005,"UHT-milk"
15006,"bottled water"
15007,"whole milk"
15008,"liqueur"
15009,"beef"
15010,"cream cheese"
15011,"red/blush wine"
15012,"semi-finished bread"
15013,"frankfurter"
15014,"mustard"
15015,"shopping bags"
15016,"rolls/buns"
15017,"frankfurter"
15019,"coffee"
15020,"hamburger meat"
15021,"roll products"
15023,"liquor"
15024,"condensed milk"
15025,"whole milk"
15027,"butter milk"
15028,"bottled beer"
15029,"beef"
15030,"curd"
15031,"bottled beer"
15032,"pastry"
15033,"white wine"
15035,"specialty bar"
15036,"whole milk"
15037,"rolls/buns"
15038,"ham"
15039,"butter milk"
15040,"cake bar"
15041,"tropical fruit"
15042,"waffles"
15043,"sausage"
15044,"curd"
15046,"sausage"
15047,"domestic eggs"
15048,"cat food"
15049,"hygiene articles"
15051,"sausage"
15052,"flour"
15053,"tropical fruit"
15054,"yogurt"
15055,"specialty bar"
15056,"waffles"
15057,"pastry"
15058,"pork"
15059,"waffles"
15060,"pip fruit"
15061,"rolls/buns"
15062,"yogurt"
15063,"frankfurter"
15064,"potato products"
15065,"coffee"
15066,"cream"
15067,"yogurt"
15068,"instant coffee"
15069,"berries"
15070,"dessert"
15071,"whole milk"
15072,"whole milk"
15073,"brown bread"
15074,"sausage"
15075,"onions"
15076,"domestic eggs"
15077,"newspapers"
15078,"hygiene articles"
15079,"whole milk"
15081,"tropical fruit"
15082,"salty snack"
15083,"whole milk"
15084,"yogurt"
15085,"pork"
15086,"bottled water"
15087,"whole milk"
15088,"salty snack"
15089,"bottled beer"
15090,"ham"
15091,"dessert"
15092,"brown bread"
15093,"shopping bags"
15094,"ice cream"
15095,"chocolate marshmallow"
15096,"pip fruit"
15097,"pastry"
15098,"whole milk"
15099,"yogurt"
15100,"yogurt"
15101,"hygiene articles"
15102,"UHT-milk"
15103,"candy"
15104,"root vegetables"
15105,"flower (seeds)"
15106,"chocolate"
15107,"sausage"
15108,"yogurt"
15109,"tropical fruit"
15110,"hygiene articles"
15111,"finished products"
15112,"tropical fruit"
15113,"ham"
15114,"frozen vegetables"
15115,"root vegetables"
15116,"oil"
15117,"newspapers"
15118,"pork"
15119,"margarine"
15120,"coffee"
15121,"citrus fruit"
15122,"butter"
15123,"bottled water"
15124,"bottled beer"
15125,"frankfurter"
15126,"rolls/buns"
15127,"frankfurter"
15128,"chicken"
15129,"pip fruit"
15130,"sliced cheese"
15131,"fruit/vegetable juice"
15132,"citrus fruit"
15133,"root vegetables"
15135,"frankfurter"
15136,"condensed milk"
15137,"fruit/vegetable juice"
15138,"meat"
15139,"whole milk"
15140,"rolls/buns"
15141,"soda"
15142,"sliced cheese"
15143,"sausage"
15144,"root vegetables"
15145,"UHT-milk"
15146,"hamburger meat"
15147,"pasta"
15148,"tropical fruit"
15149,"domestic eggs"
15150,"fruit/vegetable juice"
15151,"bottled beer"
15152,"sausage"
15153,"condensed milk"
15154,"whole milk"
15155,"chicken"
15156,"whole milk"
15157,"beef"
15158,"fruit/vegetable juice"
15159,"root vegetables"
15160,"chicken"
15161,"pork"
15162,"frozen vegetables"
15163,"whole milk"
15164,"hamburger meat"
15165,"pastry"
15166,"frankfurter"
15167,"soft cheese"
15168,"shopping bags"
15169,"tropical fruit"
15170,"whipped/sour cream"
15171,"newspapers"
15172,"soda"
15173,"yogurt"
15174,"UHT-milk"
15175,"pastry"
15176,"shopping bags"
15177,"citrus fruit"
15178,"salty snack"
15179,"white bread"
15180,"oil"
15181,"root vegetables"
15182,"salt"
15183,"pork"
15184,"sliced cheese"
15185,"tropical fruit"
15186,"pastry"
15187,"sausage"
15188,"rolls/buns"
15189,"soda"
15190,"meat"
15191,"rolls/buns"
15192,"sausage"
15193,"coffee"
15194,"curd"
15195,"waffles"
15196,"whole milk"
15197,"sausage"
15198,"soda"
15199,"sausage"
15200,"canned beer"
15201,"shopping bags"
15202,"UHT-milk"
15203,"frankfurter"
15204,"rolls/buns"
15205,"soda"
15206,"citrus fruit"
15207,"chicken"
15208,"whole milk"
15209,"rolls/buns"
15210,"baking powder"
15211,"pork"
15212,"onions"
15213,"whipped/sour cream"
15214,"salt"
15215,"kitchen towels"
15216,"frankfurter"
15217,"margarine"
15218,"pip fruit"
15219,"napkins"
15220,"chicken"
15221,"ham"
15222,"butter milk"
15223,"semi-finished bread"
15224,"softener"
15225,"beverages"
15226,"margarine"
15227,"newspapers"
15228,"pork"
15229,"dishes"
15230,"ham"
15231,"brown bread"
15232,"berries"
15233,"rolls/buns"
15234,"tropical fruit"
15235,"sliced cheese"
15236,"soda"
15237,"tropical fruit"
15238,"dessert"
15239,"napkins"
15240,"pastry"
15241,"dessert"
15242,"chocolate"
15243,"whole milk"
15244,"ice cream"
15245,"sliced cheese"
15246,"beef"
15247,"frozen dessert"
15248,"meat"
15249,"citrus fruit"
15250,"frozen meals"
15251,"tropical fruit"
15252,"bottled water"
15253,"sausage"
15254,"whole milk"
15255,"frozen meals"
15256,"sausage"
15257,"sausage"
15258,"butter milk"
15259,"bottled water"
15260,"newspapers"
15261,"whole milk"
15262,"rolls/buns"
15263,"newspapers"
15264,"beef"
15265,"flour"
15266,"salty snack"
15267,"pip fruit"
15268,"whole milk"
15269,"bottled water"
15270,"yogurt"
15271,"pork"
15272,"ice cream"
15273,"chicken"
15275,"cat food"
15276,"citrus fruit"
15277,"sugar"
15278,"frankfurter"
15279,"frozen meals"
15280,"newspapers"
15281,"sausage"
15282,"soda"
15283,"tropical fruit"
15284,"ketchup"
15285,"sausage"
15286,"citrus fruit"
15287,"butter"
15288,"red/blush wine"
15289,"napkins"
15290,"cooking chocolate"
15291,"chicken"
15292,"yogurt"
15293,"rum"
15294,"semi-finished bread"
15295,"chicken"
15296,"shopping bags"
1,"semi-finished bread"
2,"yogurt"
4,"yogurt"
5,"whole milk"
6,"butter"
9,"UHT-milk"
12,"cereals"
15,"tropical fruit"
16,"yogurt"
19,"rolls/buns"
20,"tropical fruit"
21,"sugar"
27,"pastry"
29,"cream cheese"
31,"root vegetables"
32,"flour"
33,"candy"
34,"canned beer"
36,"rolls/buns"
38,"soda"
39,"shopping bags"
40,"beverages"
42,"hygiene articles"
45,"berries"
46,"artif. sweetener"
47,"grapes"
48,"soda"
52,"zwieback"
53,"rolls/buns"
54,"shopping bags"
55,"root vegetables"
56,"brown bread"
57,"coffee"
59,"yogurt"
61,"yogurt"
62,"bottled water"
64,"bottled water"
68,"UHT-milk"
69,"long life bakery product"
70,"rolls/buns"
72,"grapes"
73,"tropical fruit"
74,"brown bread"
75,"fruit/vegetable juice"
76,"yogurt"
78,"curd"
79,"brown bread"
80,"oil"
81,"hygiene articles"
82,"beef"
83,"cat food"
84,"pastry"
85,"whole milk"
86,"seasonal products"
87,"pastry"
88,"beef"
89,"tropical fruit"
91,"pastry"
93,"coffee"
94,"newspapers"
95,"whole milk"
96,"pip fruit"
97,"rolls/buns"
99,"butter"
100,"candles"
101,"citrus fruit"
102,"sparkling wine"
103,"meat spreads"
105,"whole milk"
106,"whole milk"
108,"salt"
110,"bottled water"
111,"coffee"
113,"whole milk"
114,"oil"
115,"bathroom cleaner"
116,"onions"
117,"condensed milk"
118,"white wine"
120,"root vegetables"
121,"brandy"
122,"newspapers"
124,"yogurt"
127,"salty snack"
128,"butter milk"
129,"hamburger meat"
130,"whipped/sour cream"
133,"photo/film"
134,"sliced cheese"
135,"canned beer"
137,"hamburger meat"
139,"detergent"
140,"yogurt"
141,"tropical fruit"
142,"misc. beverages"
143,"pork"
144,"pastry"
146,"rolls/buns"
147,"whole milk"
148,"bottled beer"
149,"shopping bags"
151,"fruit/vegetable juice"
152,"citrus fruit"
153,"detergent"
154,"whipped/sour cream"
155,"candy"
157,"pip fruit"
158,"sausage"
159,"oil"
160,"dishes"
161,"bottled water"
162,"dessert"
163,"bottled water"
164,"whipped/sour cream"
165,"berries"
166,"whole milk"
167,"whole milk"
168,"sparkling wine"
170,"soda"
171,"cream cheese"
173,"long life bakery product"
174,"sausage"
175,"dessert"
176,"soda"
177,"red/blush wine"
179,"sausage"
180,"whole milk"
181,"rice"
182,"fruit/vegetable juice"
185,"butter milk"
187,"dessert"
188,"yogurt"
191,"soda"
192,"flour"
195,"Instant food products"
198,"sausage"
200,"misc. beverages"
201,"frozen vegetables"
203,"butter"
204,"margarine"
205,"rolls/buns"
206,"ham"
207,"soft cheese"
208,"baking powder"
209,"yogurt"
211,"citrus fruit"
212,"dental care"
213,"popcorn"
214,"whole milk"
215,"shopping bags"
216,"pork"
217,"dishes"
220,"napkins"
222,"soft cheese"
224,"shopping bags"
226,"rolls/buns"
230,"herbs"
232,"butter"
233,"soda"
234,"specialty cheese"
237,"soda"
238,"root vegetables"
239,"pastry"
240,"white wine"
242,"tropical fruit"
243,"brown bread"
245,"butter milk"
248,"dessert"
249,"cake bar"
250,"cream cheese"
251,"salt"
252,"ice cream"
253,"soft cheese"
254,"bottled water"
256,"whole milk"
257,"ice cream"
258,"bottled water"
259,"bottled beer"
260,"candy"
261,"ham"
263,"yogurt"
264,"cream cheese"
265,"white bread"
266,"bottled beer"
267,"canned beer"
268,"cream cheese"
269,"specialty bar"
270,"tropical fruit"
271,"shopping bags"
275,"salt"
277,"rolls/buns"
279,"berries"
280,"spread cheese"
282,"beef"
284,"citrus fruit"
286,"bottled beer"
289,"rolls/buns"
291,"bottled water"
292,"chewing gum"
293,"root vegetables"
295,"pastry"
297,"pastry"
298,"yogurt"
299,"hygiene articles"
300,"sugar"
303,"beverages"
304,"pork"
305,"margarine"
307,"specialty bar"
308,"fruit/vegetable juice"
310,"female sanitary products"
311,"soda"
313,"beef"
314,"butter milk"
315,"rolls/buns"
316,"newspapers"
318,"sliced cheese"
319,"shopping bags"
320,"curd"
321,"meat"
322,"baking powder"
323,"rolls/buns"
325,"berries"
326,"shopping bags"
327,"citrus fruit"
328,"butter milk"
329,"brown bread"
330,"mustard"
331,"beef"
332,"spices"
333,"sausage"
334,"sliced cheese"
337,"beverages"
339,"herbs"
340,"rolls/buns"
341,"whipped/sour cream"
342,"whole milk"
343,"whipped/sour cream"
344,"sugar"
345,"skin care"
346,"curd"
347,"candy"
348,"whole milk"
349,"bottled beer"
350,"whole milk"
351,"oil"
352,"beef"
353,"whole milk"
354,"bottled water"
355,"rolls/buns"
356,"rolls/buns"
357,"beef"
360,"shopping bags"
361,"beverages"
362,"soda"
363,"pip fruit"
364,"sliced cheese"
372,"citrus fruit"
373,"yogurt"
374,"chocolate"
375,"whole milk"
376,"berries"
377,"specialty bar"
381,"coffee"
383,"sausage"
384,"margarine"
385,"pip fruit"
386,"domestic eggs"
387,"soda"
390,"citrus fruit"
391,"soda"
392,"rolls/buns"
394,"margarine"
395,"root vegetables"
396,"whipped/sour cream"
397,"pip fruit"
398,"cream cheese"
399,"baking powder"
401,"rolls/buns"
402,"bottled water"
403,"pip fruit"
404,"yogurt"
405,"soda"
406,"citrus fruit"
407,"frozen fish"
408,"citrus fruit"
409,"rolls/buns"
411,"pip fruit"
412,"whole milk"
413,"brown bread"
414,"misc. beverages"
416,"tropical fruit"
417,"whole milk"
418,"potted plants"
419,"frozen meals"
422,"sugar"
428,"bottled water"
430,"root vegetables"
431,"whipped/sour cream"
433,"pork"
434,"oil"
435,"berries"
436,"abrasive cleaner"
437,"packaged fruit/vegetables"
438,"coffee"
441,"citrus fruit"
442,"rolls/buns"
443,"beef"
444,"yogurt"
445,"pickled vegetables"
449,"soda"
451,"packaged fruit/vegetables"
453,"white wine"
454,"white bread"
456,"chicken"
457,"yogurt"
460,"whole milk"
462,"citrus fruit"
463,"cat food"
465,"hard cheese"
466,"yogurt"
467,"cake bar"
468,"soda"
470,"citrus fruit"
471,"canned beer"
472,"root vegetables"
473,"brown bread"
474,"canned fish"
475,"whole milk"
479,"root vegetables"
480,"cream cheese"
481,"specialty chocolate"
482,"hygiene articles"
483,"yogurt"
486,"soda"
488,"white bread"
489,"mayonnaise"
491,"specialty chocolate"
495,"meat"
496,"pip fruit"
497,"soda"
501,"zwieback"
502,"citrus fruit"
503,"rolls/buns"
504,"salty snack"
506,"beverages"
507,"soda"
